ID,Nome,Endereco,Telefone,Data_de_cadastro,CNPJ,Porte
7389,Eduardo Breda Leme Gonçalves,AM,22508-9581,1/9/2025,92.201.836/1927-96,EPP
7390,Marlon Rodrigues Coutinho Matos,AC,17034-9312,20/4/2020,55.931.499/8488-81,ME
7391,Lucas Marques Boaz Rodriguez,RR,58014-0087,20/5/2024,76.309.518/2812-77,EPP
7392,Jacques Ferreira Brito Ferreira,RS,83928-0808,26/4/2015,94.873.362/7438-01,ME
7393,Benjamim Mendonça Leme Marques,RR,59137-1662,12/5/2016,31.939.798/6394-11,ME
7394,Darwim Marques Diones Oliveria,AP,41981-7028,17/12/2016,31.414.573/4253-00,ME
7395,David Ferraz Santana Mendonça,RR,73363-6525,7/11/2024,18.775.113/1396-65,Grande Porte
7396,Carlos Brito Santana Santana,PI,88308-5806,25/9/2025,07.777.521/4279-96,MEI
7397,Luisa Gonçalves Nascimento Nascimento,PE,60306-2093,11/3/2018,86.522.068/9608-16,MEI
7398,Andréia Ferreira Mendonça Leite,RO,60018-1781,16/4/2023,30.952.315/5759-92,EPP
7399,Ben Diones Nascimento Rodrigues,DF,04655-6352,15/5/2019,50.916.946/3701-16,Medio Porte
7400,Carolina Fernandes Nascimento Leme,RN,01229-7098,16/5/2024,19.846.498/6365-32,ME
7401,Jacques Pinheiro Ferreira Gonçalves,AM,90110-0304,15/8/2017,78.915.640/5260-98,Grande Porte
7402,Elaine Lobato Ferraz Leme,SE,72795-7351,26/7/2024,31.354.302/2853-39,ME
7403,Josué Ferraz Fernandes Gonçalves,RJ,91475-6552,22/1/2019,92.332.652/8461-11,ME
7404,Rafael Coutinho Ferraz Rodrigues,PR,76665-7355,9/12/2020,21.102.521/7216-27,EPP
7405,Andréia Breda Saboia Breda,SC,69830-3279,13/11/2019,41.845.976/6693-56,ME
7406,Suzana Ferraz Cabral Santana,RR,90534-6778,21/3/2018,26.773.959/2381-84,EPP
7407,Elaine Ferraz Rodriguez Cabral,DF,24571-7396,23/1/2020,70.476.006/3072-39,EPP
7408,Mercedes Cabral Silva Ferreira,CE,41236-0071,2/12/2019,00.768.297/8501-49,ME
7409,Frida Breda Pinheiro Gonçalves,AC,31943-8317,15/10/2019,76.693.082/3533-81,EPP
7410,Abraão Marques Nascimento Breda,RR,40489-7422,4/6/2024,39.225.513/2715-35,MEI
7411,Adão Pinheiro Pinheiro Santana,AC,45654-9115,12/1/2022,20.740.868/8555-52,MEI
7412,Luisa Leme Rodrigues Barbieri,ES,75156-8273,11/9/2016,92.237.387/7208-24,MEI
7413,Fátima Ferraz Leme Saboia,AP,89525-9244,12/10/2020,91.190.580/6926-57,ME
7414,Lucas Teixeira Moares Marques,AL,24155-2764,9/11/2017,19.913.133/7701-10,ME
7415,Bruno Saboia Mendonça Leme,MG,84614-6793,9/11/2017,84.392.889/6439-66,MEI
7416,Christina Boaz Rodrigues Saboia,AP,91068-3340,18/12/2022,05.982.398/5179-85,EPP
7417,Adriel Cabral Coutinho Ferraz,AP,00840-0364,1/9/2018,30.843.433/9559-24,Grande Porte
7418,Nara Ferraz Mendonça Ferreira,SP,13192-6088,22/8/2015,03.267.835/6911-52,Grande Porte
7419,Patrick Barbieri Breda Pinheiro,MG,23387-5670,2/4/2019,27.507.407/9009-40,EPP
7420,Frederico Diones Fernandes Rodrigues,PE,23112-5107,16/2/2022,35.002.384/4128-39,EPP
7421,Marcos Silva Munhoz Nascimento,MT,57163-7658,26/12/2024,15.922.650/6903-04,MEI
7422,Bernardo Silva Oliveria Cabral,MS,40795-6290,16/4/2017,84.426.032/7925-73,ME
7423,Vanessa Leme Marques Paz,AP,08819-4575,9/8/2021,00.728.665/8799-36,ME
7424,Carlos Coutinho Cabral Saboia,ES,46299-8566,5/4/2019,18.028.715/2197-83,EPP
7425,Jacques Coutinho Leme Fernandes,PA,59389-8995,16/11/2020,10.423.213/0796-84,ME
7426,Frida Marques Fernandes Silva,MA,69635-1543,8/3/2015,09.675.659/9526-30,ME
7427,Marlene Lobato Fernandes Rodriguez,RR,48866-2357,19/6/2015,50.866.931/3923-33,ME
7428,Naira Ferraz Lobato Brito,RS,11638-3243,20/3/2019,79.850.652/5136-15,Medio Porte
7429,Tom Ferraz Cabral Matos,MS,43876-6979,16/1/2019,20.193.858/6083-90,MEI
7430,Solange Santana Marques Coutinho,PE,54469-0650,15/7/2021,48.703.068/2983-39,ME
7431,Mafalda Munhoz Cardoso Pinheiro,PA,93900-8858,6/6/2021,41.689.615/8682-05,Medio Porte
7432,Carol Brito Nascimento Barbieri,SC,43823-9875,10/11/2023,37.444.705/7370-25,EPP
7433,Rita Ferraz Rodrigues Boaz,AL,94070-0603,8/1/2023,76.747.450/4476-18,ME
7434,Pedro Ferraz Pinheiro Diones,ES,18511-2392,3/8/2024,75.662.683/3955-53,ME
7435,Elaine Silva Teixeira Fernandes,DF,11172-9035,2/1/2017,27.174.686/2909-12,Grande Porte
7436,Danilo Leme Cabral Moares,RO,03118-9746,23/9/2019,50.055.977/1910-54,Medio Porte
7437,Antônio Rodriguez Saboia Mendonça,RR,50198-4660,18/12/2019,49.345.047/4175-99,ME
7438,Adão Brito Breda Pinheiro,AC,49434-8135,8/12/2018,68.040.343/6886-42,MEI
7439,Helena Oliveria Ferraz Pinheiro,RS,13196-1962,19/1/2015,76.047.269/9967-25,EPP
7440,Carol Leite Matos Mendonça,PB,66539-7219,17/3/2015,67.892.405/5461-21,ME
7441,Joaquim Lobato Ferreira Marques,MG,80631-2328,19/7/2017,14.109.039/9138-74,EPP
7442,Luisa Boaz Rodriguez Matos,RR,25174-6572,4/10/2018,79.428.544/6342-85,EPP
7443,Esther Paz Marques Teixeira,RO,47944-1089,24/2/2020,33.996.984/4812-13,EPP
7444,Laís Barbieri Coutinho Leme,PB,49744-1083,17/8/2025,66.983.790/5243-94,ME
7445,Laís Breda Fernandes Gonçalves,ES,92228-6004,11/3/2016,97.562.342/0142-43,ME
7446,Louise Leme Cabral Diones,RN,01294-5131,27/7/2015,93.215.213/5252-07,ME
7447,Bruno Pinheiro Teixeira Lobato,MS,53251-0458,2/3/2021,07.963.998/0611-39,ME
7448,Carol Munhoz Moares Ferraz,RR,57114-2861,5/7/2016,42.780.021/3311-40,ME
7449,Esther Mendonça Matos Rodrigues,AM,14591-5162,27/1/2017,20.195.057/4555-16,Medio Porte
7450,Andréia Coutinho Ferreira Boaz,TO,21809-8456,21/10/2023,35.986.261/7951-98,MEI
7451,João Breda Ferreira Paz,DF,33404-3409,24/5/2024,98.484.924/2916-02,EPP
7452,Louise Teixeira Oliveria Gonçalves,MS,54494-7544,18/9/2020,42.401.533/6414-56,MEI
7453,Maria Marques Coutinho Breda,MS,21550-5005,17/1/2024,12.738.463/4022-24,EPP
7454,Camilla Munhoz Ferreira Nascimento,BA,35151-9864,6/10/2025,63.756.543/5967-18,MEI
7455,Marcos Boaz Cardoso Coutinho,AM,32088-5152,3/4/2022,53.935.061/2493-94,EPP
7456,Caetano Boaz Teixeira Breda,RO,25035-0779,28/4/2015,96.502.806/7222-17,Medio Porte
7457,Joana Fernandes Matos Moares,PA,06837-2170,12/6/2023,42.478.594/3387-71,ME
7458,Gabriela Rodrigues Paz Ferreira,TO,21358-4454,16/2/2015,58.216.646/9782-72,ME
7459,Juan Marques Brito Ferreira,RN,17647-4045,28/5/2023,38.233.261/4149-72,MEI
7460,Creuza Barbieri Marques Mendonça,SC,23705-2786,18/12/2017,17.302.809/2186-68,MEI
7461,Sabrina Ferraz Nascimento Mendonça,MT,13776-1552,11/11/2025,82.139.172/1472-77,ME
7462,Andréia Munhoz Diones Pinheiro,AL,37208-8790,8/1/2020,77.404.830/7113-49,Medio Porte
7463,Anita Boaz Barbieri Oliveria,SE,91860-0659,5/3/2016,58.718.457/9517-53,EPP
7464,Gustavo Oliveria Brito Ferraz,AC,60330-4392,12/5/2019,89.002.729/3983-61,ME
7465,Anita Lobato Diones Diones,DF,06820-0190,4/2/2023,27.723.132/6824-88,MEI
7466,Vinícius Marques Leite Gonçalves,CE,86851-2564,6/2/2022,84.740.683/7917-53,MEI
7467,Carlos Barbieri Ferraz Saboia,SP,08504-6009,26/6/2023,67.466.296/4877-39,ME
7468,Caetano Rodriguez Oliveria Lobato,BA,86806-5062,22/1/2023,21.373.483/6219-68,ME
7469,Ben Silva Paz Nascimento,RR,80011-5827,18/5/2019,16.237.985/3429-38,MEI
7470,Solange Fernandes Marques Ferraz,AM,28266-1478,19/1/2019,31.524.772/8657-10,Grande Porte
7471,Mateus Marques Matos Diones,MS,54912-4057,6/10/2022,74.509.414/5932-47,MEI
7472,Emanuel Munhoz Oliveria Moares,RS,99549-1518,27/6/2016,59.681.422/7687-77,ME
7473,Pedro Munhoz Lobato Marques,DF,77501-3378,27/6/2022,59.475.013/1061-08,MEI
7474,Rosana Munhoz Rodrigues Brito,RN,40208-6530,20/2/2023,26.565.384/0719-74,ME
7475,Roberto Saboia Ferreira Fernandes,AC,15226-8490,13/12/2024,81.167.482/5830-24,MEI
7476,Willian Brito Paz Mendonça,RR,04879-7102,23/5/2022,02.576.623/9762-39,MEI
7477,Davi Diones Ferraz Mendonça,PE,01099-1473,15/12/2023,57.871.544/1477-52,EPP
7478,Mafalda Silva Matos Marques,AP,01834-5448,26/10/2015,86.048.019/0857-55,Medio Porte
7479,Isabela Diones Gonçalves Leite,MG,77466-2423,20/12/2016,30.728.784/3786-07,MEI
7480,Dalva Brito Leite Santana,AL,91970-8093,12/4/2017,53.876.491/8721-21,EPP
7481,Abraão Matos Pinheiro Leme,RS,16094-9081,5/2/2020,64.532.104/0231-81,EPP
7482,Naira Nascimento Fernandes Pinheiro,AP,69735-0221,8/3/2019,66.918.388/1969-94,MEI
7483,Joelma Paz Rodriguez Ferraz,RN,52211-2149,8/11/2021,95.812.662/3334-03,ME
7484,Jonathan Munhoz Ferraz Moares,AM,98928-1247,3/2/2018,85.187.156/7364-89,MEI
7485,Naira Teixeira Ferraz Cardoso,BA,97772-3241,19/8/2016,71.496.123/6848-83,Medio Porte
7486,Laís Lobato Santana Paz,AP,97548-5870,13/3/2021,60.415.533/1717-32,ME
7487,Thiago Pinheiro Coutinho Barbieri,SE,64832-7156,4/1/2020,37.890.355/4648-28,MEI
7488,Pedro Rodriguez Rodriguez Silva,TO,51227-2295,24/8/2017,36.667.846/3682-25,Medio Porte
7489,Dora Oliveria Breda Mendonça,MA,76763-9671,28/7/2021,36.586.616/5545-11,EPP
7490,Gabriela Santana Marques Munhoz,PA,83139-7981,2/2/2015,83.629.733/3979-59,ME
7491,Isaac Rodriguez Brito Silva,PE,16131-5220,19/7/2025,74.974.941/6842-09,EPP
7492,Micheal Diones Pinheiro Matos,MS,01245-5021,15/4/2015,02.150.057/9871-24,MEI
7493,Cássia Santana Brito Pinheiro,ES,99549-7824,1/8/2023,66.995.258/9432-08,EPP
7494,André Barbieri Fernandes Saboia,SC,97338-7416,17/8/2019,48.346.662/5741-89,ME
7495,Vanessa Breda Barbieri Gonçalves,MA,78222-6941,3/9/2024,39.618.847/2368-59,ME
7496,Davi Fernandes Fernandes Ferraz,BA,17763-2894,26/1/2015,96.476.096/6204-90,EPP
7497,Isaac Mendonça Diones Ferreira,BA,66993-4101,12/6/2015,60.375.702/9048-97,Medio Porte
7498,Danilo Marques Santana Coutinho,PI,61682-7068,22/1/2021,87.005.631/1946-08,MEI
7499,Ben Gonçalves Brito Cabral,PI,67606-6585,7/9/2022,31.029.012/2756-65,MEI
7500,Vanessa Rodrigues Fernandes Fernandes,RR,17456-2102,12/4/2025,26.091.721/4203-45,ME
7501,Thomas Cardoso Ferraz Lobato,TO,47375-5604,9/9/2017,27.526.880/7357-02,Medio Porte
7502,Guilherme Moares Rodrigues Nascimento,SE,64423-9817,19/12/2016,68.977.327/0606-59,MEI
7503,Marcelo Barbieri Marques Ferraz,MG,23806-1326,26/9/2015,75.422.547/0366-38,ME
7504,Isabela Matos Ferraz Barbieri,AL,93966-5133,16/5/2015,59.515.403/7588-43,EPP
7505,Rafael Lobato Coutinho Mendonça,SP,80818-0431,1/4/2022,32.080.832/0658-76,Medio Porte
7506,Mafalda Boaz Munhoz Ferraz,AP,49257-7113,27/11/2020,26.196.946/3689-68,MEI
7507,Ariel Leite Moares Mendonça,MS,15244-6329,12/3/2024,58.560.893/2762-86,MEI
7508,Suely Ferraz Nascimento Pinheiro,MS,77301-3538,11/11/2025,93.791.670/0320-19,ME
7509,Isabel Rodriguez Paz Oliveria,MT,20912-9191,22/1/2015,65.242.703/6454-60,Medio Porte
7510,Carlos Breda Leite Matos,AL,52572-4047,22/11/2024,06.087.649/0121-61,EPP
7511,Mercedes Saboia Silva Diones,GO,07966-4570,8/9/2021,83.075.760/5078-30,ME
7512,Nayara Rodriguez Munhoz Rodriguez,RO,09023-2417,2/8/2022,40.044.405/0506-07,ME
7513,Jean Ferraz Ferreira Cabral,SC,80536-8580,24/5/2021,29.270.445/9220-29,EPP
7514,Jacques Ferraz Marques Cabral,DF,09011-6183,7/5/2015,34.485.141/0885-61,ME
7515,Henry Saboia Oliveria Marques,MG,02704-2817,4/11/2022,21.681.990/2195-37,EPP
7516,Dorotéia Cardoso Teixeira Ferraz,SE,62423-3956,22/8/2020,97.081.134/3889-62,ME
7517,Mercedes Gonçalves Barbieri Lobato,BA,78797-6381,28/9/2019,48.745.335/3330-46,EPP
7518,Bruno Nascimento Matos Santana,AM,09666-9320,15/11/2016,65.894.376/2635-81,MEI
7519,Eduardo Leite Ferraz Brito,RO,33276-6155,5/11/2022,37.434.080/4685-38,MEI
7520,Carla Marques Ferreira Barbieri,GO,35982-9726,18/10/2021,94.957.786/7189-83,ME
7521,Caio Brito Santana Cardoso,AP,91825-6515,16/2/2019,24.365.589/4033-30,Medio Porte
7522,Christina Leme Saboia Lobato,CE,72260-1668,26/12/2025,62.633.226/6579-95,MEI
7523,Micheal Ferraz Silva Boaz,PI,46293-1642,11/4/2025,69.402.239/5256-47,ME
7524,David Pinheiro Barbieri Pinheiro,ES,53143-9814,10/11/2019,20.261.343/7068-15,EPP
7525,Regina Moares Saboia Cabral,PA,83434-2170,21/9/2016,71.607.075/6394-60,MEI
7526,Antonieta Cabral Breda Saboia,PA,19236-6376,13/4/2022,16.052.875/6411-32,Medio Porte
7527,Daniel Santana Munhoz Silva,PI,40272-6145,15/8/2019,08.296.085/8310-86,ME
7528,Elaine Matos Cardoso Ferraz,PE,84577-7843,12/9/2018,96.543.281/2716-20,MEI
7529,Sônia Boaz Munhoz Mendonça,RN,34820-6802,15/5/2021,80.369.465/1522-83,MEI
7530,Adriel Coutinho Ferreira Brito,SP,99639-9984,4/7/2021,42.411.546/4782-88,MEI
7531,Rafael Teixeira Matos Ferraz,BA,14315-1739,26/12/2017,76.033.720/5146-98,MEI
7532,Caio Barbieri Ferraz Leite,SP,65015-5769,21/9/2021,90.910.612/0928-17,MEI
7533,Rita Silva Munhoz Coutinho,GO,74917-3594,6/3/2015,07.981.775/1501-13,ME
7534,Thiago Breda Ferraz Cardoso,ES,12010-2507,8/9/2016,19.766.899/8421-53,MEI
7535,Suzana Diones Brito Marques,ES,63759-1401,20/9/2022,93.582.762/6383-92,Medio Porte
7536,Giovanni Munhoz Cabral Rodriguez,GO,06167-1375,21/1/2021,33.838.777/1804-79,ME
7537,Dora Lobato Pinheiro Munhoz,RO,31087-0777,4/7/2019,73.207.265/2773-06,ME
7538,Bruna Paz Paz Coutinho,AM,85758-3513,28/5/2017,98.344.248/2947-42,EPP
7539,Thomas Cardoso Cabral Moares,PE,69343-0844,11/6/2024,49.058.103/8020-34,EPP
7540,Samuel Barbieri Mendonça Matos,DF,11900-4970,13/9/2017,62.677.429/7946-80,ME
7541,Gabriel Mendonça Santana Cardoso,PI,01722-9811,24/5/2023,24.727.740/4635-09,EPP
7542,Anna Boaz Rodrigues Mendonça,AL,99182-0697,6/3/2023,82.480.477/6907-93,ME
7543,Rita Rodriguez Marques Cardoso,BA,74692-0069,24/2/2020,70.280.088/5263-10,ME
7544,Milton Gonçalves Silva Oliveria,ES,18311-3359,6/8/2023,43.197.671/4918-39,ME
7545,Caetano Diones Saboia Munhoz,MA,16753-5611,8/11/2018,18.188.307/3857-41,ME
7546,Joana Brito Santana Silva,AC,85286-5006,20/10/2025,82.781.828/2011-51,ME
7547,Micheal Diones Coutinho Gonçalves,RO,49029-4938,3/2/2018,90.318.044/2149-40,ME
7548,Josué Ferreira Coutinho Ferraz,PI,83813-1226,1/8/2024,69.889.590/2676-75,EPP
7549,André Marques Cabral Lobato,PI,21441-2380,3/6/2021,78.781.409/9929-33,ME
7550,Esther Saboia Ferraz Ferraz,GO,29574-6940,23/8/2021,42.147.434/4647-64,EPP
7551,Jorge Leite Cabral Munhoz,SC,22087-5026,11/1/2019,34.856.855/0589-34,ME
7552,Bárbara Gonçalves Mendonça Fernandes,AL,45951-2482,17/4/2025,92.530.271/5788-71,EPP
7553,Elis Ferraz Diones Boaz,TO,54838-3345,14/4/2018,10.852.253/1882-77,EPP
7554,Jacques Ferraz Nascimento Paz,SP,43200-1366,3/11/2015,72.415.668/3894-14,MEI
7555,Elis Matos Marques Gonçalves,RO,38130-3719,26/1/2021,47.030.248/5068-84,EPP
7556,Ayrton Lobato Ferreira Ferraz,RS,75544-2734,7/2/2022,72.455.112/9878-05,ME
7557,Guilherme Rodrigues Coutinho Barbieri,SP,08956-1508,26/11/2017,04.438.564/7156-65,MEI
7558,Sandra Mendonça Munhoz Fernandes,SP,30809-9404,1/11/2019,99.129.256/6045-44,MEI
7559,Mateus Teixeira Cardoso Silva,MA,96797-0343,20/6/2015,75.167.774/7319-91,EPP
7560,Henry Lobato Fernandes Cabral,AL,61945-4837,2/11/2022,70.442.515/0816-42,ME
7561,Nayara Pinheiro Silva Rodrigues,SC,06550-9127,23/5/2018,65.120.790/5873-64,EPP
7562,Jonas Ferraz Cabral Mendonça,DF,93980-6292,16/7/2024,70.761.242/2990-57,MEI
7563,Emanuel Nascimento Pinheiro Cardoso,SC,21846-7726,24/10/2020,78.468.684/9376-46,EPP
7564,Giuseppe Silva Fernandes Matos,RO,51560-4268,20/2/2017,34.386.131/5094-73,ME
7565,Helena Fernandes Diones Rodriguez,RO,45999-1334,18/11/2016,67.448.981/6979-54,EPP
7566,Willian Rodriguez Leite Nascimento,RR,20521-1187,17/12/2023,81.448.037/2229-31,EPP
7567,Lorena Mendonça Saboia Rodrigues,ES,35734-0588,23/12/2021,24.263.995/6060-11,MEI
7568,Marcelo Diones Barbieri Silva,SE,40773-6010,14/6/2020,98.149.196/0723-68,MEI
7569,Nara Cabral Pinheiro Rodrigues,MG,63091-5521,16/6/2024,38.104.227/2242-68,ME
7570,Esther Matos Lobato Fernandes,RS,33929-5538,8/2/2017,07.538.031/7665-52,EPP
7571,Manoel Saboia Fernandes Boaz,RR,29853-7589,15/1/2016,33.614.721/4994-58,ME
7572,Rafael Diones Leite Diones,PB,07933-9431,25/4/2021,14.706.390/0057-23,Medio Porte
7573,Martha Teixeira Ferreira Santana,PE,62743-0649,12/10/2020,09.623.446/0050-31,EPP
7574,Luiz Ferreira Matos Matos,RJ,58613-2535,17/9/2016,86.098.156/9157-11,ME
7575,Jacques Leme Cardoso Matos,PA,22267-7666,22/10/2025,84.529.953/3771-14,ME
7576,Isaac Diones Pinheiro Diones,SP,46215-9505,14/4/2022,46.304.462/6892-28,ME
7577,Davi Lobato Boaz Barbieri,TO,52763-2499,16/8/2024,49.533.435/4291-64,MEI
7578,Eduardo Barbieri Mendonça Breda,MA,73779-8936,22/3/2023,72.148.879/1231-17,Grande Porte
7579,João Silva Cardoso Saboia,RN,19987-1281,27/10/2015,91.765.115/8374-72,EPP
7580,Nayara Breda Gonçalves Leite,PI,60603-3450,15/3/2025,94.913.055/0833-78,ME
7581,Diana Breda Cardoso Cabral,SP,06276-1261,12/1/2016,62.608.949/8335-28,EPP
7582,Juliana Gonçalves Paz Gonçalves,AP,48064-1476,2/9/2016,31.392.127/9391-86,Grande Porte
7583,Jacques Mendonça Cardoso Coutinho,GO,29262-7118,25/2/2016,99.183.206/1392-56,EPP
7584,Alice Silva Coutinho Diones,AC,64859-4538,23/8/2017,39.467.587/1858-05,ME
7585,Elaine Leite Mendonça Saboia,TO,66845-2256,19/6/2018,20.274.997/9062-90,ME
7586,Joelma Teixeira Munhoz Brito,AM,64488-7017,16/6/2017,85.888.283/5942-04,Medio Porte
7587,Beatriz Fernandes Pinheiro Coutinho,RN,07423-3736,3/2/2024,67.933.222/6431-35,EPP
7588,Henry Silva Teixeira Moares,RS,66804-9145,19/8/2025,60.063.014/7514-89,MEI
7589,David Marques Coutinho Munhoz,PR,85467-9357,13/10/2018,52.847.690/5082-99,Medio Porte
7590,Breno Brito Cardoso Coutinho,AL,07515-5947,11/10/2015,58.795.604/1599-26,MEI
7591,Isaac Santana Ferraz Leme,BA,86135-6486,10/1/2025,35.717.604/9267-88,MEI
7592,Eloísa Ferraz Rodrigues Gonçalves,PR,53593-1220,19/11/2025,05.446.155/3574-74,ME
7593,Darwim Barbieri Mendonça Lobato,AM,87294-5657,10/8/2018,90.004.493/8891-55,EPP
7594,Alice Barbieri Breda Leite,MS,00780-3139,5/5/2017,97.953.926/7151-75,Medio Porte
7595,Arthur Coutinho Leme Ferreira,GO,64861-6804,12/11/2016,64.411.839/4137-27,MEI
7596,Gabriel Diones Diones Ferraz,AM,24379-5001,19/6/2024,80.013.249/7312-44,ME
7597,Luiz Oliveria Ferraz Brito,BA,13422-9468,3/12/2023,09.945.552/8806-60,Grande Porte
7598,Rita Munhoz Rodrigues Moares,DF,94263-1857,14/9/2020,63.914.578/6577-79,ME
7599,Jean Diones Coutinho Mendonça,RN,94568-5949,11/11/2020,17.973.684/3346-76,MEI
7600,Carmem Nascimento Fernandes Gonçalves,AM,60371-5944,11/9/2025,91.384.984/7591-48,MEI
7601,Marcos Rodrigues Marques Leme,PA,14344-5416,24/11/2025,96.593.916/7090-13,ME
7602,Marlene Barbieri Fernandes Cardoso,SE,97557-0280,1/9/2021,69.541.237/2762-01,ME
7603,Tom Santana Paz Marques,AL,39685-2043,26/2/2024,00.444.108/0924-62,EPP
7604,Regina Ferraz Matos Brito,MS,18900-4975,2/7/2019,52.277.977/3648-26,ME
7605,Joelma Rodriguez Diones Matos,CE,91129-5211,16/7/2020,13.319.455/7518-24,MEI
7606,Nayara Ferraz Gonçalves Lobato,CE,32926-1131,24/3/2025,00.807.123/5307-20,EPP
7607,Joana Nascimento Gonçalves Paz,DF,27287-0611,16/10/2020,73.255.682/2589-66,ME
7608,Sandra Matos Teixeira Gonçalves,SC,71704-3967,22/12/2019,89.719.977/4562-47,MEI
7609,Dalva Saboia Breda Rodriguez,MS,89790-5782,12/10/2016,31.641.713/1083-50,EPP
7610,Carla Cabral Ferraz Cabral,AM,07337-2154,13/5/2015,86.069.094/9030-07,EPP
7611,Juan Marques Marques Ferreira,ES,71241-4596,13/10/2025,74.053.234/0154-41,ME
7612,Andréia Oliveria Boaz Lobato,PI,34730-4002,3/9/2018,56.649.577/5968-55,EPP
7613,Marcelo Ferraz Breda Saboia,BA,02182-7906,18/3/2025,45.039.454/0285-06,EPP
7614,Clara Pinheiro Paz Rodrigues,BA,62057-3618,26/11/2024,47.762.881/9916-66,MEI
7615,Dorotéia Leme Cabral Lobato,SP,18859-0771,6/3/2016,00.476.341/1311-62,ME
7616,Juan Cabral Lobato Saboia,RO,11975-9729,9/3/2015,81.270.852/8129-63,EPP
7617,Anderson Cabral Leite Silva,RS,38888-2065,25/8/2018,85.217.849/6034-26,ME
7618,Regina Leme Leite Nascimento,SC,37710-7093,2/10/2025,09.740.764/8217-25,EPP
7619,Anita Lobato Boaz Breda,ES,84903-6882,10/8/2019,61.081.554/6756-87,EPP
7620,Lara Breda Brito Lobato,DF,05931-2607,2/3/2019,95.608.744/5888-24,ME
7621,Gustavo Leite Ferreira Rodrigues,TO,35922-9734,18/10/2022,63.996.020/8212-72,EPP
7622,Elis Boaz Matos Moares,AL,93229-1662,23/1/2016,23.313.409/2097-04,Medio Porte
7623,Thomas Fernandes Oliveria Moares,ES,29959-7651,1/8/2025,53.861.905/3027-78,EPP
7624,Gabriela Silva Lobato Leite,PI,81337-9880,7/6/2018,16.753.923/2059-00,EPP
7625,Darwim Lobato Barbieri Diones,RO,24351-5101,9/7/2023,89.481.491/2721-21,EPP
7626,Isaac Barbieri Coutinho Santana,BA,00333-9351,23/8/2023,44.496.828/0907-50,ME
7627,Joelma Leme Ferraz Moares,ES,48409-1230,12/6/2020,78.394.989/9525-37,ME
7628,Giovanni Cardoso Diones Barbieri,MA,74920-1441,7/9/2025,37.928.609/2660-66,ME
7629,Camilla Leme Fernandes Leme,PB,97895-0044,10/9/2015,39.682.507/4510-31,Grande Porte
7630,Naira Lobato Moares Lobato,AL,75923-0731,24/7/2015,82.961.814/5352-69,EPP
7631,Clara Matos Mendonça Gonçalves,RJ,39336-9162,11/8/2019,77.355.085/8986-59,ME
7632,Dora Lobato Coutinho Saboia,BA,42845-3599,11/7/2021,61.015.875/7499-63,EPP
7633,Carol Boaz Oliveria Moares,RS,62924-5837,18/3/2015,51.718.780/7299-19,ME
7634,Zuleide Munhoz Cabral Saboia,PA,28345-4338,8/3/2024,67.238.057/0572-62,Grande Porte
7635,Ayrton Breda Teixeira Fernandes,MG,02802-3557,10/4/2019,38.024.390/5755-64,ME
7636,Ayrton Ferreira Barbieri Ferraz,RO,03790-3365,24/6/2022,24.888.915/2638-18,ME
7637,Caetano Rodrigues Breda Ferraz,MS,97247-4939,3/8/2018,23.119.823/0437-05,MEI
7638,Palmira Ferraz Oliveria Santana,PI,47081-1765,28/9/2018,62.993.868/4502-11,Medio Porte
7639,Guilherme Gonçalves Gonçalves Matos,SC,12996-6614,12/3/2020,91.911.411/7365-05,ME
7640,Felipe Boaz Santana Coutinho,TO,31826-9831,28/5/2024,62.259.776/4330-70,EPP
7641,Jacques Boaz Brito Saboia,PR,69574-3801,28/11/2017,07.198.263/6995-99,ME
7642,Enzo Rodriguez Oliveria Barbieri,CE,34904-9998,1/7/2018,26.364.812/5595-17,ME
7643,Gabriel Mendonça Leme Cabral,BA,25265-2355,24/2/2023,02.350.836/1948-56,ME
7644,Giovanni Rodrigues Teixeira Gonçalves,DF,33211-9261,21/3/2017,27.819.239/3331-66,ME
7645,Cláudio Barbieri Matos Cabral,TO,17047-3878,8/8/2018,74.879.463/9348-63,Grande Porte
7646,Gabriela Boaz Munhoz Teixeira,CE,92799-5474,11/10/2018,33.810.814/8468-00,ME
7647,Ben Boaz Fernandes Fernandes,GO,69110-7670,28/5/2022,25.906.986/5956-72,ME
7648,Wanda Boaz Mendonça Ferraz,PE,81046-9860,2/9/2018,55.342.663/2785-81,ME
7649,Rute Pinheiro Brito Matos,AL,18712-1307,25/6/2025,12.347.036/5615-11,ME
7650,Creuza Ferraz Mendonça Cardoso,MA,44691-1065,18/5/2018,02.147.132/4546-12,EPP
7651,Zulmira Cabral Moares Cardoso,MT,17789-0608,17/6/2023,92.682.138/0444-84,EPP
7652,Marcos Cardoso Ferraz Lobato,SE,51134-5496,25/4/2025,82.027.867/3817-15,EPP
7653,Jacques Coutinho Saboia Santana,DF,97248-4751,12/12/2020,71.055.484/3028-78,EPP
7654,Solange Santana Rodriguez Cardoso,SC,54319-0871,14/12/2015,65.949.342/7591-59,Medio Porte
7655,Nara Boaz Paz Ferreira,MA,81485-8246,15/9/2017,01.484.579/7828-96,ME
7656,Bruno Brito Moares Rodriguez,SP,49455-3434,27/3/2018,31.022.639/0307-65,Medio Porte
7657,Isabela Rodriguez Moares Silva,AC,29426-6935,9/12/2016,93.302.230/2785-25,MEI
